municipio,crop,month,rank,is_top3,mean_yield,std_yield,high_yield_rate,n_samples,score,recommendation
Santiago Atitlan,Avena,1,4,False,84.62,7.93,90.2,51,81.67,secundario
Santiago Atitlan,Avena,11,5,False,82.98,11.88,72.9,48,75.22,secundario
Santiago Atitlan,Avena,4,6,False,81.62,11.44,62.5,48,71.23,secundario
Santiago Atitlan,Avena,5,7,False,72.22,7.42,33.3,48,56.57,secundario
Santiago Atitlan,Avena,10,8,False,70.98,7.42,31.2,48,55.14,secundario
Santiago Atitlan,Avena,8,9,False,69.71,6.37,27.1,48,53.12,secundario
Santiago Atitlan,Avena,7,10,False,68.95,7.15,18.8,48,50.08,secundario
Santiago Atitlan,Avena,6,11,False,68.78,6.11,18.8,48,50.02,secundario
Santiago Atitlan,Avena,9,12,False,69.18,6.05,16.7,48,49.66,secundario
Santiago Atitlan,Banano,11,1,True,87.15,9.23,93.8,48,84.31,recomendado
Santiago Atitlan,Banano,7,2,True,86.31,9.41,87.5,48,81.88,recomendado
Santiago Atitlan,Banano,4,3,True,85.72,9.23,83.3,48,80.26,recomendado
Santiago Atitlan,Banano,8,4,False,84.46,9.7,77.1,48,77.54,secundario
Santiago Atitlan,Banano,5,5,False,82.02,8.13,81.2,48,77.28,secundario
Santiago Atitlan,Banano,6,6,False,80.57,6.43,79.2,48,75.8,secundario
Santiago Atitlan,Banano,10,7,False,80.12,8.11,77.1,48,74.8,secundario
Santiago Atitlan,Banano,9,8,False,79.24,6.92,72.9,48,73.04,secundario
Santiago Atitlan,Banano,12,9,False,72.75,8.04,37.5,48,58.13,secundario
Santiago Atitlan,Banano,3,10,False,70.3,9.64,21.6,51,51.68,secundario
Santiago Atitlan,Banano,1,11,False,66.55,7.06,11.8,51,46.44,secundario
Santiago Atitlan,Banano,2,12,False,64.05,4.86,0.0,51,41.39,secundario
Santiago Atitlan,Berenjena,12,1,True,89.6,6.61,97.9,48,87.28,recomendado
Santiago Atitlan,Berenjena,3,2,True,89.35,7.75,94.1,51,85.92,recomendado
Santiago Atitlan,Berenjena,1,3,True,84.61,6.43,98.0,51,84.09,recomendado
Santiago Atitlan,Berenjena,4,4,False,84.12,10.04,85.4,48,79.8,secundario
Santiago Atitlan,Berenjena,2,5,False,83.27,7.56,86.3,51,79.63,secundario
Santiago Atitlan,Berenjena,11,6,False,82.62,11.24,68.8,48,73.77,secundario
Santiago Atitlan,Berenjena,5,7,False,74.64,7.62,45.8,48,61.89,secundario
Santiago Atitlan,Berenjena,7,8,False,72.81,7.05,39.6,48,58.85,secundario
Santiago Atitlan,Berenjena,8,9,False,73.42,6.38,37.5,48,58.65,secundario
Santiago Atitlan,Berenjena,10,10,False,72.0,6.4,33.3,48,56.48,secundario
Santiago Atitlan,Berenjena,9,11,False,70.8,6.6,25.0,48,53.19,secundario
Santiago Atitlan,Berenjena,6,12,False,69.99,5.51,18.8,48,50.85,secundario
Santiago Atitlan,Brocoli,12,1,True,87.41,6.63,100.0,48,86.49,recomendado
Santiago Atitlan,Brocoli,3,2,True,83.51,7.57,88.2,51,80.37,recomendado
Santiago Atitlan,Brocoli,1,3,True,81.4,6.82,82.4,51,77.28,recomendado
Santiago Atitlan,Brocoli,2,4,False,80.51,8.13,72.5,51,73.69,secundario
Santiago Atitlan,Brocoli,11,5,False,81.88,10.36,68.8,48,73.33,secundario
Santiago Atitlan,Brocoli,4,6,False,77.5,9.31,62.5,48,68.66,secundario
Santiago Atitlan,Brocoli,7,7,False,71.63,6.44,33.3,48,56.24,secundario
Santiago Atitlan,Brocoli,6,8,False,71.58,6.45,33.3,48,56.2,secundario
Santiago Atitlan,Brocoli,5,9,False,71.63,6.11,27.1,48,54.38,secundario
Santiago Atitlan,Brocoli,9,10,False,71.09,6.87,27.1,48,53.99,secundario
Santiago Atitlan,Brocoli,10,11,False,70.81,6.37,27.1,48,53.83,secundario
Santiago Atitlan,Brocoli,8,12,False,70.17,5.89,18.8,48,50.94,secundario
Santiago Atitlan,Cacao,11,1,True,82.5,8.41,79.2,48,76.96,recomendado
Santiago Atitlan,Cacao,7,2,True,81.14,9.46,72.9,48,74.14,recomendado
Santiago Atitlan,Cacao,4,3,True,80.02,10.04,72.9,48,73.39,recomendado
Santiago Atitlan,Cacao,8,4,False,80.19,10.59,58.3,48,69.09,secundario
Santiago Atitlan,Cacao,10,5,False,76.31,8.65,52.1,48,64.8,secundario
Santiago Atitlan,Cacao,9,6,False,73.76,6.39,47.9,48,62.0,secundario
Santiago Atitlan,Cacao,6,7,False,74.0,7.97,43.8,48,60.83,secundario
Santiago Atitlan,Cacao,5,8,False,74.01,7.77,37.5,48,58.97,secundario
Santiago Atitlan,Cacao,12,9,False,69.15,8.39,18.8,48,50.16,secundario
Santiago Atitlan,Cacao,3,10,False,63.67,10.43,13.7,51,44.98,secundario
Santiago Atitlan,Cacao,1,11,False,60.97,7.67,0.0,51,39.25,secundario
Santiago Atitlan,Cacao,2,12,False,57.44,6.6,0.0,51,37.0,secundario
Santiago Atitlan,Cafe,11,1,True,85.44,9.73,83.3,48,80.05,recomendado
Santiago Atitlan,Cafe,4,2,True,83.38,8.93,79.2,48,77.5,recomendado
Santiago Atitlan,Cafe,7,3,True,83.81,9.98,72.9,48,75.86,recomendado
Santiago Atitlan,Cafe,5,4,False,76.53,7.79,52.1,48,64.98,secundario
Santiago Atitlan,Cafe,8,5,False,76.97,10.78,50.0,48,64.49,secundario
Santiago Atitlan,Cafe,12,6,False,74.69,7.97,50.0,48,63.15,secundario
Santiago Atitlan,Cafe,6,7,False,74.57,7.5,43.8,48,61.22,secundario
Santiago Atitlan,Cafe,10,8,False,74.26,7.35,41.7,48,60.4,secundario
Santiago Atitlan,Cafe,9,9,False,72.06,6.7,35.4,48,57.13,secundario
Santiago Atitlan,Cafe,3,10,False,70.58,10.51,27.5,51,53.59,secundario
Santiago Atitlan,Cafe,1,11,False,69.9,6.77,27.5,51,53.33,secundario
Santiago Atitlan,Cafe,2,12,False,66.55,6.86,13.7,51,47.04,secundario
Santiago Atitlan,Camote,3,1,True,87.31,8.1,92.2,51,83.99,recomendado
Santiago Atitlan,Camote,4,2,True,87.18,9.62,85.4,48,81.81,recomendado
Santiago Atitlan,Camote,12,3,True,84.26,9.24,89.6,48,81.18,recomendado
Santiago Atitlan,Camote,11,4,False,83.85,10.59,77.1,48,77.1,secundario
Santiago Atitlan,Camote,1,5,False,80.73,8.52,82.4,51,76.75,secundario
Santiago Atitlan,Camote,2,6,False,79.31,7.89,70.6,51,72.33,secundario
Santiago Atitlan,Camote,5,7,False,76.48,8.57,60.4,48,67.41,secundario
Santiago Atitlan,Camote,7,8,False,75.48,9.36,45.8,48,62.34,secundario
Santiago Atitlan,Camote,6,9,False,72.35,6.48,29.2,48,55.45,secundario
Santiago Atitlan,Camote,8,10,False,72.4,7.33,29.2,48,55.44,secundario
Santiago Atitlan,Camote,9,11,False,71.59,5.6,22.9,48,53.13,secundario
Santiago Atitlan,Camote,10,12,False,70.99,6.96,22.9,48,52.67,secundario
Santiago Atitlan,Cana de azucar,11,1,True,88.15,8.49,95.8,48,85.62,recomendado
Santiago Atitlan,Cana de azucar,4,2,True,87.05,8.53,87.5,48,82.41,recomendado
Santiago Atitlan,Cana de azucar,7,3,True,83.86,10.11,85.4,48,79.63,recomendado
Santiago Atitlan,Cana de azucar,5,4,False,80.1,8.47,75.0,48,74.14,secundario
Santiago Atitlan,Cana de azucar,8,5,False,80.27,9.55,70.8,48,72.95,secundario
Santiago Atitlan,Cana de azucar,12,6,False,78.8,7.68,72.9,48,72.71,secundario
Santiago Atitlan,Cana de azucar,3,7,False,78.02,8.51,62.7,51,69.11,secundario
Santiago Atitlan,Cana de azucar,10,8,False,77.34,7.72,56.2,48,66.76,secundario
Santiago Atitlan,Cana de azucar,6,9,False,76.35,7.56,52.1,48,64.87,secundario
Santiago Atitlan,Cana de azucar,9,10,False,74.18,6.27,50.0,48,62.91,secundario
Santiago Atitlan,Cana de azucar,1,11,False,72.61,8.06,35.3,51,57.38,secundario
Santiago Atitlan,Cana de azucar,2,12,False,71.71,6.84,21.6,51,52.74,secundario
Santiago Atitlan,Cardamomo,4,1,True,84.48,8.48,89.6,48,81.36,recomendado
Santiago Atitlan,Cardamomo,11,2,True,84.02,9.63,83.3,48,79.13,recomendado
Santiago Atitlan,Cardamomo,7,3,True,80.51,10.9,64.6,48,71.16,recomendado
Santiago Atitlan,Cardamomo,8,4,False,78.81,10.31,56.2,48,67.59,secundario
Santiago Atitlan,Cardamomo,5,5,False,76.2,9.45,56.2,48,65.93,secundario
Santiago Atitlan,Cardamomo,10,6,False,75.72,8.37,45.8,48,62.55,secundario
Santiago Atitlan,Cardamomo,6,7,False,74.51,6.88,45.8,48,61.84,secundario
Santiago Atitlan,Cardamomo,9,8,False,73.91,6.38,39.6,48,59.59,secundario
Santiago Atitlan,Cardamomo,12,9,False,72.08,8.08,33.3,48,56.45,secundario
Santiago Atitlan,Cardamomo,3,10,False,67.97,10.76,19.6,51,49.53,secundario
Santiago Atitlan,Cardamomo,1,11,False,64.8,6.91,7.8,51,44.13,secundario
Santiago Atitlan,Cardamomo,2,12,False,61.81,7.52,3.9,51,40.98,secundario
Santiago Atitlan,Cebolla,12,1,True,91.16,6.04,100.0,48,88.95,recomendado
Santiago Atitlan,Cebolla,1,2,True,89.65,6.39,100.0,51,87.95,recomendado
Santiago Atitlan,Cebolla,2,3,True,89.26,8.44,94.1,51,85.83,recomendado
Santiago Atitlan,Cebolla,3,4,False,89.35,7.75,92.2,51,85.34,secundario
Santiago Atitlan,Cebolla,4,5,False,78.17,9.98,58.3,48,67.81,secundario
Santiago Atitlan,Cebolla,11,6,False,76.45,11.83,60.4,48,67.23,secundario
Santiago Atitlan,Cebolla,5,7,False,68.32,7.42,18.8,48,49.66,secundario
Santiago Atitlan,Cebolla,6,8,False,67.09,6.8,14.6,48,47.64,secundario
Santiago Atitlan,Cebolla,10,9,False,66.71,7.03,10.4,48,46.14,secundario
Santiago Atitlan,Cebolla,8,10,False,65.9,6.24,10.4,48,45.65,secundario
Santiago Atitlan,Cebolla,7,11,False,66.52,5.54,8.3,48,45.46,secundario
Santiago Atitlan,Cebolla,9,12,False,65.62,6.77,4.2,48,43.57,secundario
Santiago Atitlan,Chile,12,1,True,92.67,6.34,100.0,48,89.92,recomendado
Santiago Atitlan,Chile,3,2,True,87.74,7.94,96.1,51,85.46,recomendado
Santiago Atitlan,Chile,1,3,True,87.15,7.79,96.1,51,85.08,recomendado
Santiago Atitlan,Chile,2,4,False,83.97,8.04,86.3,51,80.06,secundario
Santiago Atitlan,Chile,11,5,False,84.71,9.68,81.2,48,78.95,secundario
Santiago Atitlan,Chile,4,6,False,84.06,9.57,81.2,48,78.53,secundario
Santiago Atitlan,Chile,5,7,False,73.58,6.77,43.8,48,60.61,secundario
Santiago Atitlan,Chile,7,8,False,72.77,6.86,31.2,48,56.34,secundario
Santiago Atitlan,Chile,10,9,False,71.96,5.81,31.2,48,55.86,secundario
Santiago Atitlan,Chile,9,10,False,71.78,6.33,31.2,48,55.71,secundario
Santiago Atitlan,Chile,6,11,False,71.08,6.37,22.9,48,52.76,secundario
Santiago Atitlan,Chile,8,12,False,70.85,5.56,20.8,48,52.02,secundario
Santiago Atitlan,Coliflor,12,1,True,86.49,7.87,91.7,48,83.33,recomendado
Santiago Atitlan,Coliflor,3,2,True,83.17,8.26,84.3,51,78.94,recomendado
Santiago Atitlan,Coliflor,1,3,True,81.35,8.1,80.4,51,76.59,recomendado
Santiago Atitlan,Coliflor,11,4,False,81.9,10.44,75.0,48,75.21,secundario
Santiago Atitlan,Coliflor,2,5,False,80.89,8.44,72.5,51,73.92,secundario
Santiago Atitlan,Coliflor,4,6,False,78.31,8.21,60.4,48,68.62,secundario
Santiago Atitlan,Coliflor,10,7,False,72.11,7.8,35.4,48,57.11,secundario
Santiago Atitlan,Coliflor,8,8,False,71.19,7.1,29.2,48,54.67,secundario
Santiago Atitlan,Coliflor,5,9,False,71.09,7.05,22.9,48,52.73,secundario
Santiago Atitlan,Coliflor,6,10,False,70.92,5.93,22.9,48,52.68,secundario
Santiago Atitlan,Coliflor,7,11,False,70.57,6.13,20.8,48,51.81,secundario
Santiago Atitlan,Coliflor,9,12,False,69.52,6.38,16.7,48,49.87,secundario
Santiago Atitlan,Espinaca,12,1,True,84.92,7.52,89.6,48,81.7,recomendado
Santiago Atitlan,Espinaca,3,2,True,81.03,6.22,84.3,51,77.65,recomendado
Santiago Atitlan,Espinaca,2,3,True,79.93,6.78,78.4,51,75.14,recomendado
Santiago Atitlan,Espinaca,1,4,False,80.35,7.86,74.5,51,74.19,secundario
Santiago Atitlan,Espinaca,11,5,False,77.98,10.06,60.4,48,68.31,secundario
Santiago Atitlan,Espinaca,4,6,False,75.6,8.62,52.1,48,64.34,secundario
Santiago Atitlan,Espinaca,7,7,False,70.18,6.55,25.0,48,52.79,secundario
Santiago Atitlan,Espinaca,5,8,False,69.32,7.61,18.8,48,50.3,secundario
Santiago Atitlan,Espinaca,10,9,False,69.05,6.21,18.8,48,50.19,secundario
Santiago Atitlan,Espinaca,8,10,False,69.41,5.89,16.7,48,49.82,secundario
Santiago Atitlan,Espinaca,6,11,False,67.91,6.12,14.6,48,48.21,secundario
Santiago Atitlan,Espinaca,9,12,False,66.92,7.17,12.5,48,46.89,secundario
Santiago Atitlan,Fresa,12,1,True,89.77,8.67,93.8,48,86.04,recomendado
Santiago Atitlan,Fresa,3,2,True,86.61,6.91,96.1,51,84.78,recomendado
Santiago Atitlan,Fresa,2,3,True,84.85,7.24,88.2,51,81.26,recomendado
Santiago Atitlan,Fresa,1,4,False,84.42,7.26,88.2,51,80.98,secundario
Santiago Atitlan,Fresa,11,5,False,86.54,11.04,79.2,48,79.45,secundario
Santiago Atitlan,Fresa,4,6,False,82.85,11.01,72.9,48,75.18,secundario
Santiago Atitlan,Fresa,5,7,False,76.35,6.04,64.6,48,68.7,secundario
Santiago Atitlan,Fresa,10,8,False,75.07,6.69,52.1,48,64.09,secundario
Santiago Atitlan,Fresa,9,9,False,74.29,6.45,52.1,48,63.59,secundario
Santiago Atitlan,Fresa,7,10,False,74.13,6.06,50.0,48,62.88,secundario
Santiago Atitlan,Fresa,6,11,False,73.53,5.74,39.6,48,59.38,secundario
Santiago Atitlan,Fresa,8,12,False,72.54,7.4,29.2,48,55.53,secundario
Santiago Atitlan,Frijol,3,1,True,90.59,6.89,98.0,51,87.95,recomendado
Santiago Atitlan,Frijol,12,2,True,90.4,7.14,97.9,48,87.78,recomendado
Santiago Atitlan,Frijol,2,3,True,85.5,8.6,90.2,51,82.2,recomendado
Santiago Atitlan,Frijol,1,4,False,84.93,7.57,88.2,51,81.3,secundario
Santiago Atitlan,Frijol,4,5,False,84.68,9.56,81.2,48,78.94,secundario
Santiago Atitlan,Frijol,11,6,False,84.86,11.01,79.2,48,78.36,secundario
Santiago Atitlan,Frijol,7,7,False,72.95,7.45,41.7,48,59.55,secundario
Santiago Atitlan,Frijol,5,8,False,72.49,8.19,39.6,48,58.58,secundario
Santiago Atitlan,Frijol,8,9,False,71.9,7.61,39.6,48,58.23,secundario
Santiago Atitlan,Frijol,6,10,False,72.05,5.84,31.2,48,55.92,secundario
Santiago Atitlan,Frijol,10,11,False,71.62,7.17,31.2,48,55.57,secundario
Santiago Atitlan,Frijol,9,12,False,69.73,7.21,20.8,48,51.22,secundario
Santiago Atitlan,Lechuga,12,1,True,86.14,6.19,100.0,48,85.68,recomendado
Santiago Atitlan,Lechuga,1,2,True,82.96,6.84,86.3,51,79.46,recomendado
Santiago Atitlan,Lechuga,3,3,True,82.42,8.03,84.3,51,78.47,recomendado
Santiago Atitlan,Lechuga,11,4,False,80.13,10.35,68.8,48,72.19,secundario
Santiago Atitlan,Lechuga,2,5,False,78.84,8.14,58.8,51,68.48,secundario
Santiago Atitlan,Lechuga,4,6,False,74.89,7.49,43.8,48,61.43,secundario
Santiago Atitlan,Lechuga,10,7,False,68.54,7.81,27.1,48,52.28,secundario
Santiago Atitlan,Lechuga,7,8,False,69.93,5.98,22.9,48,52.03,secundario
Santiago Atitlan,Lechuga,5,9,False,69.54,5.77,16.7,48,49.91,secundario
Santiago Atitlan,Lechuga,6,10,False,67.92,6.97,18.8,48,49.43,secundario
Santiago Atitlan,Lechuga,9,11,False,67.52,7.79,16.7,48,48.5,secundario
Santiago Atitlan,Lechuga,8,12,False,68.33,5.9,14.6,48,48.49,secundario
Santiago Atitlan,Limon,3,1,True,88.25,8.93,90.2,51,83.98,recomendado
Santiago Atitlan,Limon,12,2,True,86.53,7.91,93.8,48,83.97,recomendado
Santiago Atitlan,Limon,4,3,True,87.28,9.48,87.5,48,82.51,recomendado
Santiago Atitlan,Limon,11,4,False,85.58,10.57,81.2,48,79.47,secundario
Santiago Atitlan,Limon,1,5,False,81.74,8.37,80.4,51,76.83,secundario
Santiago Atitlan,Limon,2,6,False,81.95,8.75,74.5,51,75.18,secundario
Santiago Atitlan,Limon,7,7,False,77.17,6.94,68.8,48,70.44,secundario
Santiago Atitlan,Limon,5,8,False,77.09,7.17,56.2,48,66.62,secundario
Santiago Atitlan,Limon,8,9,False,76.29,7.57,50.0,48,64.21,secundario
Santiago Atitlan,Limon,10,10,False,75.03,7.75,47.9,48,62.76,secundario
Santiago Atitlan,Limon,9,11,False,72.87,6.29,41.7,48,59.55,secundario
Santiago Atitlan,Limon,6,12,False,73.35,5.84,37.5,48,58.64,secundario
Santiago Atitlan,Maiz,4,1,True,91.28,8.04,97.9,48,88.3,recomendado
Santiago Atitlan,Maiz,11,2,True,90.54,9.43,93.8,48,86.51,recomendado
Santiago Atitlan,Maiz,12,3,True,83.32,8.59,85.4,48,79.35,recomendado
Santiago Atitlan,Maiz,3,4,False,83.31,9.76,74.5,51,76.01,secundario
Santiago Atitlan,Maiz,7,5,False,82.37,10.26,72.9,48,74.9,secundario
Santiago Atitlan,Maiz,5,6,False,79.43,8.66,72.9,48,73.07,secundario
Santiago Atitlan,Maiz,8,7,False,79.52,9.54,62.5,48,69.96,secundario
Santiago Atitlan,Maiz,10,8,False,77.11,8.19,60.4,48,67.84,secundario
Santiago Atitlan,Maiz,1,9,False,77.59,7.5,56.9,51,67.12,secundario
Santiago Atitlan,Maiz,2,10,False,77.09,8.46,54.9,51,66.16,secundario
Santiago Atitlan,Maiz,6,11,False,76.65,8.44,50.0,48,64.4,secundario
Santiago Atitlan,Maiz,9,12,False,74.52,5.15,52.1,48,63.8,secundario
Santiago Atitlan,Mango,4,1,True,86.75,8.49,91.7,48,83.47,recomendado
Santiago Atitlan,Mango,11,2,True,84.4,10.98,75.0,48,76.81,recomendado
Santiago Atitlan,Mango,3,3,True,81.81,9.05,76.5,51,75.67,recomendado
Santiago Atitlan,Mango,7,4,False,80.73,10.03,72.9,48,73.85,secundario
Santiago Atitlan,Mango,12,5,False,79.36,8.64,68.8,48,71.78,secundario
Santiago Atitlan,Mango,5,6,False,77.26,10.13,58.3,48,67.21,secundario
Santiago Atitlan,Mango,1,7,False,74.57,7.96,52.9,51,63.95,secundario
Santiago Atitlan,Mango,8,8,False,74.85,9.65,41.7,48,60.67,secundario
Santiago Atitlan,Mango,2,9,False,74.52,7.56,39.2,51,59.82,secundario
Santiago Atitlan,Mango,10,10,False,71.13,7.96,33.3,48,55.84,secundario
Santiago Atitlan,Mango,6,11,False,71.14,6.71,25.0,48,53.41,secundario
Santiago Atitlan,Mango,9,12,False,70.65,5.52,16.7,48,50.65,secundario
Santiago Atitlan,Mani,12,1,True,86.75,7.65,93.8,48,84.13,recomendado
Santiago Atitlan,Mani,3,2,True,87.7,8.57,90.2,51,83.63,recomendado
Santiago Atitlan,Mani,4,3,True,86.45,10.49,85.4,48,81.29,recomendado
Santiago Atitlan,Mani,1,4,False,82.68,7.46,88.2,51,79.84,secundario
Santiago Atitlan,Mani,2,5,False,81.2,8.55,74.5,51,74.71,secundario
Santiago Atitlan,Mani,11,6,False,82.38,11.7,70.8,48,74.21,secundario
Santiago Atitlan,Mani,5,7,False,74.85,5.7,50.0,48,63.37,secundario
Santiago Atitlan,Mani,7,8,False,74.08,7.64,39.6,48,59.65,secundario
Santiago Atitlan,Mani,8,9,False,72.94,6.99,39.6,48,58.94,secundario
Santiago Atitlan,Mani,6,10,False,71.15,7.29,31.2,48,55.26,secundario
Santiago Atitlan,Mani,10,11,False,70.44,6.76,22.9,48,52.33,secundario
Santiago Atitlan,Mani,9,12,False,69.52,6.35,20.8,48,51.12,secundario
Santiago Atitlan,Melon,12,1,True,89.8,7.41,95.8,48,86.75,recomendado
Santiago Atitlan,Melon,3,2,True,89.49,7.1,96.1,51,86.64,recomendado
Santiago Atitlan,Melon,1,3,True,87.46,6.54,98.0,51,85.94,recomendado
Santiago Atitlan,Melon,2,4,False,85.35,8.52,92.2,51,82.7,secundario
Santiago Atitlan,Melon,4,5,False,84.75,10.64,83.3,48,79.55,secundario
Santiago Atitlan,Melon,11,6,False,80.73,10.75,58.3,48,69.44,secundario
Santiago Atitlan,Melon,5,7,False,73.4,7.33,50.0,48,62.34,secundario
Santiago Atitlan,Melon,7,8,False,71.35,8.35,37.5,48,57.21,secundario
Santiago Atitlan,Melon,8,9,False,70.56,6.41,29.2,48,54.29,secundario
Santiago Atitlan,Melon,9,10,False,68.24,7.18,22.9,48,50.87,secundario
Santiago Atitlan,Melon,6,11,False,68.29,6.11,16.7,48,49.08,secundario
Santiago Atitlan,Melon,10,12,False,68.89,5.08,12.5,48,48.28,secundario
Santiago Atitlan,Naranja,11,1,True,88.53,8.96,91.7,48,84.6,recomendado
Santiago Atitlan,Naranja,4,2,True,86.86,10.65,89.6,48,82.8,recomendado
Santiago Atitlan,Naranja,12,3,True,83.52,8.27,87.5,48,80.12,recomendado
Santiago Atitlan,Naranja,3,4,False,82.2,9.76,80.4,51,77.06,secundario
Santiago Atitlan,Naranja,5,5,False,80.43,7.6,77.1,48,75.02,secundario
Santiago Atitlan,Naranja,8,6,False,79.37,6.51,79.2,48,75.01,secundario
Santiago Atitlan,Naranja,7,7,False,81.29,8.48,72.9,48,74.29,secundario
Santiago Atitlan,Naranja,1,8,False,77.81,6.93,60.8,51,68.46,secundario
Santiago Atitlan,Naranja,10,9,False,77.03,7.19,56.2,48,66.59,secundario
Santiago Atitlan,Naranja,6,10,False,76.96,7.65,56.2,48,66.52,secundario
Santiago Atitlan,Naranja,9,11,False,75.44,5.53,56.2,48,65.63,secundario
Santiago Atitlan,Naranja,2,12,False,76.07,8.42,49.0,51,63.73,secundario
Santiago Atitlan,Papa,12,1,True,87.45,7.63,97.9,48,85.83,recomendado
Santiago Atitlan,Papa,3,2,True,83.83,8.93,80.4,51,78.16,recomendado
Santiago Atitlan,Papa,11,3,True,85.62,10.33,75.0,48,77.63,recomendado
Santiago Atitlan,Papa,1,4,False,79.88,8.25,70.6,51,72.69,secundario
Santiago Atitlan,Papa,2,5,False,80.31,8.1,66.7,51,71.79,secundario
Santiago Atitlan,Papa,4,6,False,80.74,11.29,64.6,48,71.29,secundario
Santiago Atitlan,Papa,6,7,False,74.41,6.42,50.0,48,63.04,secundario
Santiago Atitlan,Papa,7,8,False,73.95,6.38,50.0,48,62.75,secundario
Santiago Atitlan,Papa,10,9,False,75.15,7.02,45.8,48,62.24,secundario
Santiago Atitlan,Papa,9,10,False,73.2,6.53,43.8,48,60.38,secundario
Santiago Atitlan,Papa,8,11,False,74.18,5.91,39.6,48,59.8,secundario
Santiago Atitlan,Papa,5,12,False,73.03,7.36,39.6,48,58.98,secundario
Santiago Atitlan,Papaya,4,1,True,87.79,9.33,89.6,48,83.47,recomendado
Santiago Atitlan,Papaya,11,2,True,85.37,9.72,87.5,48,81.25,recomendado
Santiago Atitlan,Papaya,7,3,True,82.22,10.82,72.9,48,74.78,recomendado
Santiago Atitlan,Papaya,5,4,False,79.0,7.57,66.7,48,70.97,secundario
Santiago Atitlan,Papaya,8,5,False,80.02,8.96,62.5,48,70.32,secundario
Santiago Atitlan,Papaya,12,6,False,77.28,8.38,66.7,48,69.81,secundario
Santiago Atitlan,Papaya,6,7,False,75.35,6.36,52.1,48,64.28,secundario
Santiago Atitlan,Papaya,10,8,False,75.73,7.17,50.0,48,63.87,secundario
Santiago Atitlan,Papaya,3,9,False,76.28,9.06,43.1,51,62.07,secundario
Santiago Atitlan,Papaya,1,10,False,72.15,7.99,29.4,51,55.32,secundario
Santiago Atitlan,Papaya,9,11,False,72.12,6.74,29.2,48,55.29,secundario
Santiago Atitlan,Papaya,2,12,False,68.03,6.22,15.7,51,48.61,secundario
Santiago Atitlan,Pepino,12,1,True,90.08,7.37,95.8,48,86.93,recomendado
Santiago Atitlan,Pepino,3,2,True,88.29,7.2,98.0,51,86.44,recomendado
Santiago Atitlan,Pepino,11,3,True,87.61,8.62,95.8,48,85.26,recomendado
Santiago Atitlan,Pepino,1,4,False,85.9,7.41,92.2,51,83.11,secundario
Santiago Atitlan,Pepino,2,5,False,84.23,7.83,88.2,51,80.83,secundario
Santiago Atitlan,Pepino,4,6,False,84.05,11.46,79.2,48,77.81,secundario
Santiago Atitlan,Pepino,5,7,False,78.65,7.29,62.5,48,69.51,secundario
Santiago Atitlan,Pepino,8,8,False,76.05,6.56,60.4,48,67.23,secundario
Santiago Atitlan,Pepino,7,9,False,76.66,6.57,56.2,48,66.38,secundario
Santiago Atitlan,Pepino,10,10,False,74.89,7.92,56.2,48,65.16,secundario
Santiago Atitlan,Pepino,9,11,False,75.24,7.02,52.1,48,64.18,secundario
Santiago Atitlan,Pepino,6,12,False,74.5,6.73,39.6,48,59.96,secundario
Santiago Atitlan,Pina,4,1,True,92.1,6.46,100.0,48,89.54,recomendado
Santiago Atitlan,Pina,11,2,True,90.33,8.29,100.0,48,88.3,recomendado
Santiago Atitlan,Pina,7,3,True,84.38,10.43,79.2,48,78.07,recomendado
Santiago Atitlan,Pina,5,4,False,82.08,8.81,79.2,48,76.66,secundario
Santiago Atitlan,Pina,3,5,False,80.83,8.35,78.4,51,75.65,secundario
Santiago Atitlan,Pina,12,6,False,81.09,6.96,75.0,48,74.86,secundario
Santiago Atitlan,Pina,8,7,False,79.88,8.25,77.1,48,74.64,secundario
Santiago Atitlan,Pina,6,8,False,78.63,7.59,66.7,48,70.73,secundario
Santiago Atitlan,Pina,9,9,False,76.89,6.28,60.4,48,67.79,secundario
Santiago Atitlan,Pina,2,10,False,76.61,6.05,56.9,51,66.55,secundario
Santiago Atitlan,Pina,10,11,False,77.26,8.14,54.2,48,66.06,secundario
Santiago Atitlan,Pina,1,12,False,76.4,7.9,52.9,51,65.15,secundario
Santiago Atitlan,Repollo,12,1,True,87.73,7.89,91.7,48,84.13,recomendado
Santiago Atitlan,Repollo,1,2,True,82.9,7.64,86.3,51,79.38,recomendado
Santiago Atitlan,Repollo,3,3,True,83.7,8.39,82.4,51,78.69,recomendado
Santiago Atitlan,Repollo,11,4,False,82.81,11.09,75.0,48,75.77,secundario
Santiago Atitlan,Repollo,4,5,False,80.24,9.75,66.7,48,71.67,secundario
Santiago Atitlan,Repollo,2,6,False,78.45,7.6,64.7,51,70.03,secundario
Santiago Atitlan,Repollo,10,7,False,73.31,6.3,43.8,48,60.46,secundario
Santiago Atitlan,Repollo,7,8,False,71.87,6.54,37.5,48,57.64,secundario
Santiago Atitlan,Repollo,9,9,False,71.39,6.58,35.4,48,56.7,secundario
Santiago Atitlan,Repollo,8,10,False,71.18,5.66,31.2,48,55.36,secundario
Santiago Atitlan,Repollo,6,11,False,69.69,7.42,31.2,48,54.3,secundario
Santiago Atitlan,Repollo,5,12,False,70.85,5.73,25.0,48,53.27,secundario
Santiago Atitlan,Sandia,3,1,True,87.65,7.06,96.1,51,85.45,recomendado
